Tambourine
3.71,0.5,1
4.14,0.5,1
4.57,0.5,1
4.94, 0.5, 2
5.38, 0.5, 1
5.74, 0.5, 1
6.14, 0.5, 2
6.57, 0.5, 1
7, 0.5, 1
7.43, 0.5, 2
7.86, 0.5, 1
8.29, 0.5, 1
8.72, 0.5, 2
9.15, 0.5, 1
10.15, 0.5, 1
10.59, 0.5, 1
11.02, 0.5, 1
11.43, 0.5, 1
11.83, 0.5, 1
12.19, 0.5, 1
12.62, 0.5, 2
13.05, 0.5, 2
13.48, 0.5, 1
13.91, 0.5, 1
14.34, 0.5, 1
14.77, 0.5, 1
15.2, 0.5, 1
15.63, 0.5, 2
16.7, 0.5, 1
17.1, 0.5, 1
17.5, 0.5, 1
17.88, 0.5, 1
18.32, 0.5, 2
18.57, 0.5, 2
18.88, 0.5, 1
19.7, 0.5, 1
20.1, 0.5, 1
20.5, 0.5, 1
20.9, 0.5, 2
21.3, 0.5, 1
21.58, 0.5, 1
21.86, 0.5, 2
23.12, 0.5, 1
23.5, 0.5, 1
23.95, 0.5, 1
24.35, 0.5, 1
24.74, 0.5, 1
25.02, 0.5, 1
25.38, 0.5, 2
26.39, 0.5, 1
26.79, 0.5, 1
27.19, 0.5, 1
27.59, 0.5, 1
27.99, 0.5, 2
28.27, 0.5, 1
28.55, 0.5, 1
29.55, 0.5, 1
29.97, 0.5, 1
30.59, 0.5, 1
30.81, 0.5, 1
31.39, 0.5, 1
31.59, 0.5, 1
31.74, 0.5, 2
32.75, 0.5, 1
33.17, 0.5, 1
33.79, 0.5, 1
34.01, 0.5, 1
34.61, 0.5, 2
34.81, 0.5, 1
34.96, 0.5, 1
36.02, 0.5, 1
36.42, 0.5, 1
36.85, 0.5, 1
37.22, 0.5, 1
37.69, 0.5, 1
37.89, 0.5, 1
38.21, 0.5, 2
39.29, 0.5, 1
39.69, 0.5, 1
40.12, 0.5, 1
40.49, 0.5, 2
40.96, 0.5, 1
41.16, 0.5, 1
41.48, 0.5, 1
42.37, 0.5, 1
42.67, 0.5, 1
43.44, 0.5, 1
43.67, 0.5, 1
44.26, 0.5, 1
44.65, 0.5, 1
45.06, 0.5, 2
46.03, 0.5, 1
46.33, 0.5, 1
47.1, 0.5, 2
47.33, 0.5, 1
47.92, 0.5, 1
48.32, 0.5, 2
48.72, 0.5, 2
48.85, 0.5, 1
49.23, 0.5, 1
49.84, 0.5, 1
50.04, 0.5, 1
50.56, 0.5, 1
50.93, 0.5, 1
51.32, 0.5, 2
51.95, 0.5, 1
52.33, 0.5, 1
52.94, 0.5, 2
53.14, 0.5, 1
53.66, 0.5, 1
54.03, 0.5, 2
54.42, 0.5, 1
55.33, 0.5, 1
55.61, 0.5, 1
55.95, 0.5, 1
56.14, 0.5, 1
56.89, 0.5, 1
57.18, 0.5, 1
57.48, 0.5, 2
58.31, 0.5, 1
58.59, 0.5, 1
58.93, 0.5, 2
59.12, 0.5, 1
59.87, 0.5, 1
60.16, 0.5, 2
60.46, 0.5, 1
61.65, 0.5, 1
61.97, 0.5, 1
62.39, 0.5, 1
62.6, 0.5, 1
63.35, 0.5, 1
63.64, 0.5, 1
63.93, 0.5, 2
64.85, 0.5, 1
65.17, 0.5, 1
65.59, 0.5, 2
65.8, 0.5, 1
66.55, 0.5, 1
66.84, 0.5, 2
67.13, 0.5, 2
